uuid;n_sq;response_type;reason_protest;reason_truezero;reason_sensitivity;C7_newr1;C7_newr2;C7_newr3;C7_comment;C8_newr1;C8_newr2;C8_newr3;C8_newr4;C8_newr5;C8_newr6;C8_newr7;C8_newr8;C8_newr9;C8_comment;comment_override
hzevj7uhttjv8kt7;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
j1fjdj9swhvs9168;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
jd5nrxdy22zh1pp5;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
jnns6jkcpqd5nas7;6;Uncertain;FALSE;FALSE;TRUE;Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
jt6byqua4mpa4t8d;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Jeg er ikke interessert i å betale når det er enkelte kommuners renseanlegg, spesielt i Oslo, og dynamittfabrikk som får frislipp på utslipp av nåringsstoffer. Jeg bor i en kommune uten spesielt mye avrenning.;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
k1ttkk0amkr4m7um;6;Unclassified SQ;FALSE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Det er ikke innbyggerne i Oslofjorden som skal betale for avrenning fra landbruket fra bla Innlandet og Akerhus;Protest
kay13mn3q9yjucvf;6;Protest;TRUE;TRUE;FALSE;Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;Jeg bruker ikke Oslofjorden;;NA
kdxrkhbkdf9hm208;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
kfwhyj41z2715a76;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;Jeg bruker ikke Oslofjorden;;NA
khg8cdtdsqy7frf8;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
kkcztd1wqrcrtutt;6;Unclassified SQ;FALSE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Beboerne rundt fjorden har allerede økte kostnader og avgifter i forhold til vann og avløp, pålagt Minirenseanlegg og høye kommunale avgifter. Stat og industri står for mesteparten av forurensningen og bør derfor betale største del av kostnadene!;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Oslofjorden kan ikke del-renses. Indre fjord er mest brakkvann, vanskelige forhold. Dette er statens ansvar , ikke privat;Protest
kqhq5vcq9pct1301;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;Jeg bruker ikke Oslofjorden;;NA
kr519wex943s1n19;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
ksqv94hpuyvhtyd0;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
kvpjn91qqbfz9zdj;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
kw2rvmbygt0rq13s;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
m54qqvew5ruhej9e;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;Jeg bruker ikke Oslofjorden;;NA
m9gbb9t74bu0h852;6;Unclassified SQ;FALSE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;Er motstander av ekstra beskatning for befolkningen;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Er imot ekstra beskatning;Protest
mhwn98ut5fn431pa;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
mpa8nakpn75k814g;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Ingen tro på at det offentlige klarer å fikse sitasjonen, det blir kun dyr symbolpolitikk uten effekt.;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
mqf298g9ypwqq1c2;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
mrjta8vy0w2u0nke;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;Jeg bruker ikke Oslofjorden;De som direkte forurenser eller bruke ofte får betale;NA
n0z81ucwpq1zsnd0;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
n49vhq4qj1q64xru;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
n6j5r63w2ewevq5u;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Oslofjorden er det minste problemet i verden for tiden...;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
n8d18ef0d0e71s66;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
nd68k2szhyqaqw0m;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Regjeringen kan bruke dagens skatter til å fikse fjorden uten å legge til skatter på folket og uten å bruke penger på å redde andre land.;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
nms653xda0umz16u;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
nqemtt2ncjyem9wz;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
ntsw782qwv5euj1r;6;Unclassified SQ;FALSE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Jeg synes at staten, med sine enorme midler (som de gjerne deler ut i utlandet) kan bevilge hele summen til å fikse opp i dette. Det har de råd til.;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Staten, med sine enorme mengder kapital bør kunne beokste dette. De har mer enn nok penger å dele ut i utlandet, nå kan de bruke her hjemme.;Protest
pfnkg0tp0bh3pw0j;6;Protest;TRUE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
prfr7c5umbve8rdk;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Syns stat og kommune skal ta kostnaden;NO TO: Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
pxpbeqn14ausyvqs;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
q2ervpeng69h1ft1;6;Protest;TRUE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;Ikke mitt ansvar å betale;Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
q9hjwyy0hz4f4gzt;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Bruker ikke Oslofjorden;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;Jeg bruker ikke Oslofjorden;;NA
r6xwd4srtj0v5w71;6;Unclassified SQ;FALSE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Jeg synes det er helt feil og urimelig at enkeltpersoner skal belastes økonomisk for forurensing som landbruk, industri og turisme står for. Jeg mener det er statens oppgave og finansiere dette sammen med de som står for forurensingen. Ytre Oslofjord øst blir stadig befolkningen fattigere. Det er i prosent en stor andel av befolkningen her som lever av sosialtrygd eller uførepensjon. Finansieringen må hentes der hvor pengene finnes, og det er fra statsbudsjettet. En skam at et av verdens rikeste land;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Jeg mener absolutt at fjorden bør forbedres men forslaget om hvordan det er tenkt finansiert er helt feil.;Protest
r7qx59he8pcubgbt;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
r9ankbzsv9fycchy;6;True zero;FALSE;TRUE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;Jeg valgte alltid alternativet med lavest kostnad;;Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;;NA
rb4d8erfvwa1mu0a;6;Unclassified SQ;FALSE;FALSE;FALSE;NO TO: Jeg ignorerte fjordområder jeg ikke besøker ofte;NO TO: Jeg tok ikke hensyn til kostnaden ;NO TO: Jeg valgte alltid alternativet med lavest kostnad;Jeg mener vi bør leve slik vi gjør idag og ikke tenke på klimaendringer. Det samme gjelder for de kommende generasjonene. Jeg mener at det er en helhetlig plan for fremtiden og det er en grunn for at vi lever slik vi gjør. Jorden skal ikke eksistere for alltid!;NO TO: Jeg har ikke råd til å betale mer;NO TO: Jeg ønsker ikke høyere skatt;NO TO: Områdene som forbedres er for langt unna;NO TO: Synes Oslofjorden er bra som den er;NO TO: Ikke mitt ansvar å betale;NO TO: Tror ikke at kommunen jeg bor i bruker penger effektivt;NO TO: Tror ikke at andre kommuner bruker penger effektivt;NO TO: Usikker på hva som var best;NO TO: Jeg bruker ikke Oslofjorden;Jeg mener vi IKKE skal bedre noe som helst. Verden er slik den er og det er en grunn til at vi mennesker «ødelegger» naturen og klimaet.;Protest
